z_performance
0.089261569
0.70994246
-1.7092696
-2.031476
-0.11197347
-2.2851143
-0.094523445
1.0544336
-0.037438981
1.3952582
0.80757427
-0.65299654
-0.75583702
-0.49053937
0.4497743
-0.31687593
0.073734924
0.19420263
0.14321017
-0.83241338
0.70839363
0.44782758
-1.5919561
-0.40388218
-0.10753231
-0.65883732
-0.34796524
-2.3351009
-0.45140472
1.5253567
0.28216571
1.0152892
-0.44790992
0.18704233
-1.2107158
1.1705997
1.3332558
-0.92359984
0.6240254
-0.09322419
0.13295038
0.62526417
-0.21753167
-1.4970019
0.4102903
-0.13164835
-0.69803333
0.66168821
0.64012998
-0.58798158
0.64262509
-0.90183264
-0.79583633
-1.2768102
1.1152017
-0.26231873
1.2788292
0.30658996
-1.0956923
0.25479615
-0.068436243
-0.68161315
-0.88313591
1.3066735
1.6766706
1.6920547
-0.30528009
0.49399218
1.1696367
-0.72330081
-0.41782552
0.36901298
-0.13378602
1.1002623
2.2847512
-0.71332985
-0.66361713
-2.5833309
-0.012341104
0.042802401
-1.1941724
0.84552824
0.37605432
2.5775065
1.6758082
0.90000778
0.78551012
0.75619787
1.7205887
1.3436717
1.2218187
-0.38828221
-0.066682532
-0.068180032
-0.81180787
-1.3367872
0.090298332
-0.48840284
-0.18667734
0.85829139
-0.46291229
-0.050593164
0.39354232
0.29900762
-1.6370218
1.0524656
0.37953001
0.2701689
-0.34726641
0.49413419
-0.90012813
2.0382242
0.60212165
-3.5017793
-1.1024019
0.25846413
-1.4632307
0.3106049
-0.033516757
0.018127706
0.39892861
1.2001417
1.6503997
0.96916288
-0.17892574
-0.73488814
0.85071278
0.19040456
0.46523532
0.29101819
-2.5115762
1.7841712
0.0015094439
-0.15077603
2.5506346
2.4293685
1.9669639
0.11593343
0.71146089
-0.43172055
-0.33819571
-0.5055747
-0.39288366
-1.3696837
1.0133076
-0.66900545
0.87615663
1.1467652
0.36378524
-0.32392472
0.90057331
1.6534815
-0.55445915
-0.72103781
0.54525709
0.90491706
-0.40624797
0.9629184
-0.94424736
1.4264451
-0.0030876214
1.2158411
0.75489396
0.39922056
-0.055968337
0.77766055
-0.70041275
0.29724896
0.55045319
-0.23793857
0.011176455
-1.5954198
0.60145009
-0.63733619
-1.0715382
1.2822902
-0.36174095
-0.56449813
-2.0990846
-0.67520714
-0.1722967
1.5829916
-0.50116009
0.14605194
-2.0123451
-0.4965668
0.58661199
0.086665913
-0.18993022
0.63772207
-2.350208
0.12181913
-1.1006221
0.30402774
0.0010860701
0.13833621
-0.0024536725
1.4499048
2.7482204
-2.6195779
1.0614448
0.74519283
-1.7665377
-1.8231502
-0.82975483
1.0955015
